text
"林培元老師的體育[男女合班]—足球中級課程difficult分數為20.86,busy分數為53.25,low分數為9.02,high分數為68.52,easy分數為56.02,interesting分數為95.55,clear分數為94.2,implicit分數為13.6,heavy分數為10.39,boring分數為1.11,thoughtful分數為99.24,sweet分數為97.87,hard分數為18.44,cold分數為40.61."
"王思宜老師的體育[男女合班]—木球初級課程difficult分數為67.19,busy分數為73.24,low分數為52.58,high分數為88.64,easy分數為77.29,interesting分數為95.49,clear分數為96.73,implicit分數為92.7,heavy分數為76.94,boring分數為21.49,thoughtful分數為96.28,sweet分數為92.84,hard分數為71.86,cold分數為69.08."
"張凱隆老師的體育[男女合班]—網球中級課程difficult分數為85.69,busy分數為86.8,low分數為74.8,high分數為95.59,easy分數為78.63,interesting分數為96.44,clear分數為97.06,implicit分數為93.76,heavy分數為90.28,boring分數為27.68,thoughtful分數為97.64,sweet分數為95.6,hard分數為84.15,cold分數為78.96."
"吳家慶老師的體育[男女合班]—室內飛輪課程difficult分數為97.16,busy分數為98.67,low分數為89.38,high分數為98.53,easy分數為96.33,interesting分數為99.2,clear分數為99.06,implicit分數為98.82,heavy分數為98.02,boring分數為71.29,thoughtful分數為99.3,sweet分數為98.91,hard分數為98.27,cold分數為95.73."
"賴芳貞老師的體育[男女合班]—瑜珈初級課程difficult分數為88.15,busy分數為87.0,low分數為74.74,high分數為69.32,easy分數為30.87,interesting分數為88.72,clear分數為80.43,implicit分數為93.66,heavy分數為83.76,boring分數為49.45,thoughtful分數為86.07,sweet分數為37.44,hard分數為85.3,cold分數為61.53."
"林文乙老師的體育[女]—女體適能課程difficult分數為82.83,busy分數為90.89,low分數為91.09,high分數為94.49,easy分數為83.94,interesting分數為93.21,clear分數為88.1,implicit分數為94.94,heavy分數為87.02,boring分數為62.99,thoughtful分數為91.87,sweet分數為93.21,hard分數為82.95,cold分數為84.15."
"王思宜老師的體育[女]—游泳初級（捷泳）課程difficult分數為97.83,busy分數為98.39,low分數為96.01,high分數為99.04,easy分數為99.42,interesting分數為99.69,clear分數為99.69,implicit分數為99.25,heavy分數為98.74,boring分數為80.91,thoughtful分數為99.72,sweet分數為99.57,hard分數為96.79,cold分數為99.19."
"王清欉老師的體育[男女合班]—慢速壘球初級課程difficult分數為72.75,busy分數為68.42,low分數為68.56,high分數為86.34,easy分數為63.04,interesting分數為88.71,clear分數為89.42,implicit分數為85.47,heavy分數為81.41,boring分數為14.28,thoughtful分數為92.11,sweet分數為87.48,hard分數為78.53,cold分數為60.68."
"葉良志老師的體育[男]—游泳初級課程difficult分數為57.67,busy分數為60.47,low分數為27.43,high分數為56.96,easy分數為32.27,interesting分數為67.07,clear分數為70.54,implicit分數為72.56,heavy分數為59.73,boring分數為27.56,thoughtful分數為81.67,sweet分數為60.45,hard分數為64.57,cold分數為70.56."
"杜錦豊老師的體育[男女合班]—網球中級課程difficult分數為88.5,busy分數為64.68,low分數為37.92,high分數為82.78,easy分數為16.78,interesting分數為99.75,clear分數為93.72,implicit分數為86.77,heavy分數為67.56,boring分數為0.76,thoughtful分數為99.58,sweet分數為98.71,hard分數為85.1,cold分數為57.78."
"呂潔如老師的體育[男女合班]—身心適能課程difficult分數為93.23,busy分數為55.17,low分數為4.87,high分數為97.89,easy分數為49.28,interesting分數為99.46,clear分數為95.62,implicit分數為69.05,heavy分數為37.94,boring分數為0.38,thoughtful分數為99.8,sweet分數為98.73,hard分數為96.03,cold分數為77.6."
"王清欉老師的體育[男]—棒球中級課程difficult分數為84.4,busy分數為74.66,low分數為43.74,high分數為81.48,easy分數為17.87,interesting分數為99.73,clear分數為97.17,implicit分數為67.83,heavy分數為56.91,boring分數為0.68,thoughtful分數為98.93,sweet分數為99.01,hard分數為77.59,cold分數為35.79."
"嚴雅婷老師的體育[女]—游泳初級（捷泳）課程difficult分數為75.15,busy分數為76.8,low分數為68.24,high分數為84.76,easy分數為82.72,interesting分數為95.94,clear分數為95.47,implicit分數為88.38,heavy分數為81.88,boring分數為18.26,thoughtful分數為96.29,sweet分數為92.59,hard分數為83.7,cold分數為87.96."
"呂潔如老師的體育[女]—彼拉提斯墊上技巧課程difficult分數為69.83,busy分數為86.09,low分數為78.8,high分數為92.53,easy分數為74.34,interesting分數為96.65,clear分數為96.71,implicit分數為93.53,heavy分數為78.03,boring分數為23.2,thoughtful分數為97.16,sweet分數為94.81,hard分數為61.55,cold分數為85.73."
"黃郁琦老師的體育[男]—羽球初級課程difficult分數為67.79,busy分數為67.76,low分數為49.75,high分數為70.03,easy分數為44.13,interesting分數為82.08,clear分數為80.89,implicit分數為68.41,heavy分數為70.07,boring分數為23.42,thoughtful分數為86.57,sweet分數為64.84,hard分數為65.1,cold分數為58.22."
"楊瑞珠老師的體育[女]—羽球初級課程difficult分數為67.59,busy分數為54.68,low分數為30.76,high分數為61.9,easy分數為21.49,interesting分數為86.19,clear分數為86.74,implicit分數為82.1,heavy分數為67.06,boring分數為10.47,thoughtful分數為87.29,sweet分數為72.74,hard分數為80.09,cold分數為42.35."
"吳高讚老師的體育[男女合班]—排球中級課程difficult分數為22.9,busy分數為28.88,low分數為26.95,high分數為39.75,easy分數為4.64,interesting分數為34.45,clear分數為28.5,implicit分數為55.58,heavy分數為25.66,boring分數為4.67,thoughtful分數為50.75,sweet分數為10.49,hard分數為18.43,cold分數為16.62."
"朱昌勇老師的體育[男女合班]—桌球中級課程difficult分數為98.39,busy分數為99.43,low分數為91.58,high分數為99.55,easy分數為99.6,interesting分數為99.85,clear分數為99.83,implicit分數為99.26,heavy分數為99.4,boring分數為86.1,thoughtful分數為99.8,sweet分數為99.7,hard分數為99.62,cold分數為98.37."
"葉良志老師的體育[男]—籃球初級課程difficult分數為90.65,busy分數為94.03,low分數為83.14,high分數為84.0,easy分數為87.07,interesting分數為96.68,clear分數為96.81,implicit分數為94.92,heavy分數為89.92,boring分數為54.0,thoughtful分數為97.57,sweet分數為91.88,hard分數為92.32,cold分數為87.92."
"王清欉老師的體育[男]—棒球初級課程difficult分數為98.02,busy分數為90.34,low分數為49.0,high分數為23.54,easy分數為17.7,interesting分數為99.57,clear分數為49.69,implicit分數為80.42,heavy分數為84.98,boring分數為99.43,thoughtful分數為58.51,sweet分數為44.38,hard分數為98.33,cold分數為85.5."
"杜錦豊老師的體育[男女合班]—足球初級課程difficult分數為81.22,busy分數為83.55,low分數為16.81,high分數為48.36,easy分數為7.2,interesting分數為99.34,clear分數為81.82,implicit分數為46.06,heavy分數為60.07,boring分數為2.0,thoughtful分數為97.95,sweet分數為96.24,hard分數為79.15,cold分數為40.92."
"杜錦豊老師的體育[男女合班]—足球中級課程difficult分數為84.31,busy分數為65.35,low分數為26.66,high分數為46.88,easy分數為11.55,interesting分數為99.28,clear分數為86.77,implicit分數為52.25,heavy分數為25.82,boring分數為0.26,thoughtful分數為99.51,sweet分數為98.41,hard分數為61.4,cold分數為15.25."
"吳高讚老師的體育[男女合班]—排球高級課程difficult分數為71.28,busy分數為77.68,low分數為10.17,high分數為77.99,easy分數為44.42,interesting分數為89.59,clear分數為96.63,implicit分數為53.15,heavy分數為29.27,boring分數為1.02,thoughtful分數為91.0,sweet分數為95.6,hard分數為61.58,cold分數為9.28."
"楊瑞珠老師的體育[男女合班]—羽球中級課程difficult分數為97.12,busy分數為97.04,low分數為91.89,high分數為97.29,easy分數為79.72,interesting分數為99.01,clear分數為98.71,implicit分數為98.11,heavy分數為97.67,boring分數為74.86,thoughtful分數為99.29,sweet分數為97.07,hard分數為98.19,cold分數為97.37."
"林文乙老師的體育[男女合班]—橄欖球初級課程difficult分數為36.01,busy分數為77.17,low分數為43.72,high分數為88.09,easy分數為47.57,interesting分數為92.38,clear分數為92.53,implicit分數為88.99,heavy分數為64.7,boring分數為10.32,thoughtful分數為95.06,sweet分數為88.54,hard分數為79.06,cold分數為60.05."
"吳家慶老師的體育[男女合班]—鐵人三項初級課程difficult分數為99.79,busy分數為99.34,low分數為97.52,high分數為99.83,easy分數為99.29,interesting分數為99.86,clear分數為99.87,implicit分數為99.68,heavy分數為99.72,boring分數為97.7,thoughtful分數為99.86,sweet分數為99.8,hard分數為99.85,cold分數為99.47."
"張凱隆老師的體育[男女合班]—健走課程difficult分數為98.1,busy分數為99.43,low分數為98.23,high分數為99.5,easy分數為99.02,interesting分數為99.79,clear分數為99.69,implicit分數為99.52,heavy分數為99.38,boring分數為92.76,thoughtful分數為99.74,sweet分數為99.65,hard分數為98.97,cold分數為99.1."
"葉良志老師的體育[男女合班]—籃球中級課程difficult分數為96.44,busy分數為92.78,low分數為45.91,high分數為92.2,easy分數為39.26,interesting分數為96.38,clear分數為91.76,implicit分數為61.18,heavy分數為60.78,boring分數為13.3,thoughtful分數為96.84,sweet分數為92.29,hard分數為95.16,cold分數為32.55."
"呂潔如老師的體育[男女合班]—爵士舞初級課程difficult分數為83.7,busy分數為82.43,low分數為81.54,high分數為87.37,easy分數為45.67,interesting分數為86.6,clear分數為74.04,implicit分數為92.49,heavy分數為82.84,boring分數為48.47,thoughtful分數為87.78,sweet分數為79.49,hard分數為79.0,cold分數為74.66."
"吳高讚老師的體育[男女合班]—排球實務課程difficult分數為78.09,busy分數為62.1,low分數為44.63,high分數為69.62,easy分數為12.52,interesting分數為96.54,clear分數為99.1,implicit分數為83.06,heavy分數為35.72,boring分數為0.31,thoughtful分數為95.17,sweet分數為94.35,hard分數為72.41,cold分數為12.79."
"張凱隆老師的體育[男]—健力課程difficult分數為63.26,busy分數為89.02,low分數為29.31,high分數為89.47,easy分數為45.27,interesting分數為96.2,clear分數為86.96,implicit分數為80.89,heavy分數為63.52,boring分數為2.64,thoughtful分數為98.01,sweet分數為91.36,hard分數為88.49,cold分數為40.83."
"嚴雅婷老師的體育[女]—游泳初級（蛙泳）課程difficult分數為92.81,busy分數為90.57,low分數為86.15,high分數為95.53,easy分數為73.98,interesting分數為97.69,clear分數為97.51,implicit分數為97.27,heavy分數為94.31,boring分數為23.36,thoughtful分數為98.01,sweet分數為96.51,hard分數為92.31,cold分數為92.19."
"呂潔如老師的體育[男女合班]—彼拉提斯墊上技巧課程difficult分數為88.99,busy分數為92.64,low分數為88.06,high分數為96.56,easy分數為93.57,interesting分數為97.85,clear分數為98.28,implicit分數為95.36,heavy分數為94.0,boring分數為59.15,thoughtful分數為98.35,sweet分數為97.65,hard分數為96.61,cold分數為93.62."
"嚴雅婷老師的體育[女]—排球中級課程difficult分數為99.9,busy分數為99.88,low分數為99.66,high分數為99.92,easy分數為99.9,interesting分數為99.97,clear分數為99.96,implicit分數為99.93,heavy分數為99.94,boring分數為99.32,thoughtful分數為99.96,sweet分數為99.95,hard分數為99.94,cold分數為99.92."
"謝明輝老師的體育[女]—籃球初級課程difficult分數為50.56,busy分數為12.2,low分數為36.66,high分數為62.88,easy分數為3.66,interesting分數為95.74,clear分數為91.19,implicit分數為45.85,heavy分數為13.44,boring分數為0.16,thoughtful分數為99.55,sweet分數為96.95,hard分數為38.64,cold分數為5.9."
"謝明輝老師的體育[男女合班]—桌球初級課程difficult分數為96.8,busy分數為97.25,low分數為90.35,high分數為84.6,easy分數為81.64,interesting分數為98.79,clear分數為98.11,implicit分數為98.09,heavy分數為97.18,boring分數為79.36,thoughtful分數為98.81,sweet分數為98.02,hard分數為95.98,cold分數為96.36."
"謝明輝老師的體育[男女合班]—登山課程difficult分數為28.96,busy分數為74.69,low分數為32.74,high分數為38.88,easy分數為3.39,interesting分數為96.63,clear分數為64.93,implicit分數為36.12,heavy分數為26.04,boring分數為0.55,thoughtful分數為88.22,sweet分數為78.12,hard分數為33.9,cold分數為26.9."
"謝明輝老師的體育[男女合班]—健走課程difficult分數為96.8,busy分數為95.75,low分數為75.54,high分數為98.7,easy分數為80.57,interesting分數為99.59,clear分數為99.34,implicit分數為97.81,heavy分數為98.58,boring分數為72.05,thoughtful分數為99.69,sweet分數為99.25,hard分數為97.29,cold分數為93.8."
"畢經隆老師的體育[男女合班]—拳擊課程difficult分數為69.96,busy分數為73.93,low分數為60.63,high分數為51.99,easy分數為30.2,interesting分數為69.57,clear分數為70.6,implicit分數為87.0,heavy分數為81.35,boring分數為31.36,thoughtful分數為86.79,sweet分數為55.78,hard分數為65.15,cold分數為72.12."
"李惠婷老師的體育[女]—游泳初級（蛙泳）課程difficult分數為80.05,busy分數為94.36,low分數為58.41,high分數為86.7,easy分數為91.41,interesting分數為98.86,clear分數為98.92,implicit分數為97.87,heavy分數為92.85,boring分數為39.76,thoughtful分數為98.9,sweet分數為96.34,hard分數為92.04,cold分數為93.2."
"李惠婷老師的體育[男女合班]—游泳中級課程difficult分數為87.07,busy分數為81.63,low分數為73.48,high分數為81.25,easy分數為66.26,interesting分數為89.25,clear分數為85.51,implicit分數為81.72,heavy分數為83.34,boring分數為55.34,thoughtful分數為94.47,sweet分數為81.14,hard分數為83.54,cold分數為85.02."
